SSC ID,Station Name,Country_x,Latitude,Longitude,IOC code,PTWC code,GLOSS ID_x,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit,Code,GLOSS ID_y,Country_y,Location,Connection,DCP ID,Last observation  Level,Time in GMT,Delay,TransmitInterval,View
SSC-tobe,Tobermory,United Kingdom,56.62,-6.06,tobe,,,,1491,,,[details],[edit],tobe,,UK,Tobermory,ftp,,3.89,08:30,29',15',[open]
SSC-tofi,Tofino,Canada,49.15,-125.91,"tfbc, tofi",tfbc,156.0,542,165,"2038, 866",2249,[details],[edit],tfbc,156,Canada,Tofino,SXAK50,15C3A33C,3.6,08:53,6',5',[open]
SSC-tort,Tortola,British Virgin Islands,18.42,-64.61,tort,tort,,,,,,[details],[edit],tort,,British Virgin Islands,Tortola,SOVI10,B110070A,-2.66,2017-09-06 16:43,15d,10',[open]
SSC-toul,Toulon,France,43.12,5.91,"toul, toul2",toul,,,980,,1852,[details],[edit],toul,,France,Toulon,ftp,,0.5,08:47,12',5',[open]
SSC-toya,Toyama,Japan,36.46,137.14,toya,toya,325.0,349,1389,802,2136,[details],[edit],toya,325,Japan,Toyama,SWJP40,TOYAMA,2.55,08:39,20',10',[open]
SSC-treg,Tregde,Norway,58.0,7.57,treg,,321.0,804,302,2036,2262,[details],[edit],treg,321,Norway,Tregde,web,,0.41,10:20,-81',1h,[open]
SSC-trin,Trinconmalee,Sri Lanka,8.56,81.2,trin,trna,,,,,,[details],[edit],trin,,Sri Lanka,Trinconmalee,SXXX33,322952D4,0.01,08:39,20',15',[open]
SSC-trnt,Taranto,Italy,40.48,17.22,TA18,,,,"103, 2095",,,[details],[edit],TA18,,Italy,Taranto,web,,-999,2017-08-19 20:17,33d,5',[open]
SSC-trst,Trieste,Italy,45.65,13.76,TR22,,340.0,829,"154, 2099","2042, 2596","2254, 2594, 2595, 3447",[details],[edit],TR22,,Italy,Trieste,web,,0.66,08:48,11',5',[open]
SSC-tuca,Grand Turk Island,Turks and Caicos Islands,21.43,71.15,tuca,tuca,,,,,,[details],[edit],tuca,,Turks & Caicos Islands,Grand Turk Island,SOTI10,C2D00462,6.13,2017-09-07 00:07,14d,5',[open]
SSC-tumc,Tumaco,Colombia,1.82,-78.73,"tumc, tumc2",tumc,171.0,303,639,2047,2394,[details],[edit],tumc,,Colombia,Tumaco,ftp,,3.12,2017-09-20 17:03,16h,5',[open]
SSC-tuxp,Tuxpan,Mexico,20.97,-97.4,tuxp,tuxp,,,918,,,[details],[edit],tuxp,,Mexico,Tuxpan,ftp,,2.19,2017-09-02 19:00,19d,10',[open]
SSC-ugle,Uglegorsk,Russia,49.08,142.07,ugle,ugle,,,1040,,,[details],[edit],ugle,,Russia,Uglegorsk,web,,1.5,2016-06-22 12:44,456d,10',[open]
SSC-ulla,Ullapool,United Kingdom,57.9,-5.16,ulla,,,,1112,3252,3251,[details],[edit],ulla,,UK,Ullapool,ftp,,5.17,08:30,29',15',[open]
SSC-ushu,Ushuaia,Argentina,-54.82,-68.22,ushu,ushu,181.0,600,"1271, 1850, 874",2506,"2225, 2759",[details],[edit],ushu,181,Argentina,Ushuaia,SEPO40,334CE50A,5.68,03:49,5h,15',[open]
SSC-vale,Valencia,Spain,39.44,-0.31,vale,vale,,,1813,872,2190,[details],[edit],vale,,Spain,Valencia,ftp,,0.21,08:48,11',4',[open]
SSC-valp,Valparaiso,Chile,-33.03,-71.63,"sho2, valp, valp2",valp,175.0,81,"1553, 1648, 499","3101, 873",2156,[details],[edit],valp,175,Chile,Valparaiso,SXCH40,35402444,2.81,08:48,11',5',[open]
SSC-valp,Valparaiso,Chile,-33.03,-71.63,"sho2, valp, valp2",valp,175.0,81,"1553, 1648, 499","3101, 873",2156,[details],[edit],valp2,175,Chile,Valparaiso,web,,2.74,08:54,5',5',[open]
SSC-vard,Vardø,Norway,70.33,31.1,vard,,323.0,805,"46, 524","3565, 875",2264,[details],[edit],vard,323,Norway,Vardø,web,,0.9,10:20,-81',1h,[open]
SSC-vati,"Vatia, Viti Levu",Fiji,-17.4,177.76,vati,vati,,,,,,[details],[edit],vati,,Fiji Islands,"Vatia, Viti Levu",SZFJ40,91000,1.72,08:48,11',6',[open]
SSC-veni,Venice,Italy,45.42,12.43,VE19,,,,"168, 2100, 218, 39, 87","2271, 3154, 876","2221, 2273, 2737, 2739",[details],[edit],VE19,,Italy,Venice,web,,0.75,08:47,12',5',[open]
SSC-vern,Vernadsky - Faraday,Antarctica,-65.25,-64.27,"ver1, vern",vern,188.0,700,913,2659,2658,[details],[edit],ver1,188,Antarctica,Vernadsky - Faraday,SEMS40,3354E632,1.55,08:39,20',15',[open]
SSC-vern,Vernadsky - Faraday,Antarctica,-65.25,-64.27,"ver1, vern",vern,188.0,700,913,2659,2658,[details],[edit],vern,188,Antarctica,Vernadsky - Faraday,SEMS40,3354E632,1.55,08:39,20',15',[open]
SSC-vibc,Victoria Harbor,Canada,48.42,-123.37,vibc,vibc,,,,,,[details],[edit],vibc,,Canada,Victoria Harbor,SXAK50,CD405D46,2.2,08:53,6',5',[open]
SSC-vieq,Vieques,United States,18.09,-65.47,"vieq, vieq2","vieq, viqu",,,,,,[details],[edit],vieq,,USA,Vieques,web,335CC478,0.34,2017-09-20 06:30,1d,6',[open]
SSC-vieq,Vieques,United States,18.09,-65.47,"vieq, vieq2","vieq, viqu",,,,,,[details],[edit],vieq2,,USA,Vieques,SXXX03,335CC478,-3.16,2017-09-20 06:29,1d,6',[open]
SSC-vies,Vieste,Italy,41.89,16.18,VI12,,,,2087,,,[details],[edit],VI12,,Italy,Vieste,web,,-0.18,08:53,6',5',[open]
SSC-vigo,Vigo,Spain,42.24,-8.73,vig2,,,208,"1898, 483",1928,"2194, 2398",[details],[edit],vig2,,Spain,Vigo,ftp,,0.5,08:48,11',4',[open]
SSC-vilg,Villagarcia,Spain,42.6,-8.77,vil2,,,,1897,,,[details],[edit],vil2,,Spain,Villagarcia,ftp,,0.62,08:48,11',4',[open]
SSC-vlad,Vladivostok,Russia,43.13,131.92,vlad,vlad,,,290,2630,2629,[details],[edit],vlad,,Russia,Vladivostok,web,,1.6,08:45,14',10',[open]
SSC-vlis,Vlissingen,Netherlands,51.44,3.6,vlis,,,,20,2240,2239,[details],[edit],vlis,,Netherlands,Vlissingen,web,,-1.77,08:30,29',10',[open]
SSC-vodo,Vodopadnaya,Russia,51.73,157.99,vodo,vodo,,,,,,[details],[edit],vodo,,Russia,Vodopadnaya,web,,1.31,2017-07-14 22:14,68d,10',[open]
SSC-vung,Vung Tau,Vietnam,10.34,107.07,vung,vtau,,383,1495,,,[details],[edit],vung,,Viet Nam,Vung Tau,SZVS41,06506ABA,4.39,08:50,9',6',[open]
SSC-waik,Waikelo,Indonesia,-9.39,119.22,waik,waik,346.0,418,,2931,2903,[details],[edit],waik,346,Indonesia,Waikelo,SXXX33,32A89288,1.47,08:45,14',15',[open]
SSC-waka,Wakkanai,Japan,45.42,141.68,waka,waka,324.0,360,1103,796,2106,[details],[edit],waka,324,Japan,Wakkanai,SWJP40,WAKKANAI,2.4,08:39,20',10',[open]
SSC-wall,Mata-Utu (Wallis island),France,-13.17,-176.1,wall,wall,,,383,,3472,[details],[edit],wall,,France,Mata-Utu (Wallis island),SZFW41,0652170C,0.62,2017-09-20 23:34,9h,6',[open]
SSC-warn,Warnemünde,Germany,54.17,12.1,warn,,,,"11, 53",880,2222,[details],[edit],warn,,Germany,Warnemünde,web,,5.21,08:52,7',5',[open]
SSC-wbhb,West Bay Harbour,United Kingdom,50.71,-2.76,wbhb,,,,,,,[details],[edit],wbhb,,UK,West Bay Harbour,web,,-0.08,2017-05-22 11:40,122d,0.1666',[open]
SSC-weym,Weymouth,United Kingdom,50.61,-2.45,weym,,,,"1773, 251",3261,3260,[details],[edit],weym,,UK,Weymouth,ftp,,2.33,08:30,29',15',[open]
SSC-whit,Whitby,United Kingdom,54.49,-0.61,whit,,,,1505,,,[details],[edit],whit,,UK,Whitby,ftp,,2.33,08:30,29',15',[open]
SSC-wint,Winter Harbour,Canada,50.51,-129.03,"whbc, wint",whbc,,,1799,697,2164,[details],[edit],whbc,,Canada,Winter Harbour,SXAK50,15C385D0,3.6,08:50,9',5',[open]
SSC-work,Workington,United Kingdom,54.65,-3.57,work,,,,1794,,,[details],[edit],work,,UK,Workington,ftp,,3.04,08:30,29',15',[open]
SSC-wuda,Khawr Wudam,Oman,23.82,57.52,wuda,wuda,,,,,,[details],[edit],wuda,,Oman,Khawr Wudam,SXOM33,18539268,0.14,08:46,13',6',[open]
SSC-yaku,Yakutat,United States,59.55,-139.74,"yaku, yaku2",yaku,,570,445,,,[details],[edit],yaku,,USA,Yakutat,web,3360E578,2.52,08:47,12',6',[open]
SSC-yaku,Yakutat,United States,59.55,-139.74,"yaku, yaku2",yaku,,570,445,,,[details],[edit],yaku2,,USA,Yakutat,SXXX03,3360E578,-6.87,08:46,13',6',[open]
SSC-yapi,Yap Island,Micronesia,9.51,138.12,yapi,yapi,119.0,8,"1251, 678",,2842,[details],[edit],yapi,119,Micronesia,Yap Island,SWPA41,065012F8,2.21,08:52,7',6',[open]
SSC-zanz,Zanzibar,Tanzania,-6.15,39.18,zanz,zanz,297.0,151,1600,2615,2614,[details],[edit],zanz,297,Tanzania,Zanzibar,SXXX33,1605D3E0,1.46,08:43,16',15',[open]
SSC-zhap,Zhapo,China,21.58,111.83,zhap,zhap,78.0,635,933,,2828,[details],[edit],zhap,78,China,Zhapo,SZCI01,09731,1.32,08:46,13',1',[open]
